RadViz_X,RadViz_Y,Obj_DeltaW_BGA,Obj_DeltaW_bump,Obj_ELK_stress,Obj_Warpage_Post_UF_cure,Obj_Warpage_post_lid_atach,Bulk silicon thickness,Bump solder height,Cu-pillar pitch–diameter,Lid foot width,Lid thicknes,"Substrate core (E, CTE)",Substrate core thickness,"UF (E, CTE)",lid thickness,BGA solder material,Bump solder material,Cu-pillar bump solder material
0.08642705569003932,-0.3689599760789092,0.0,0.5853983163833618,8.83493423461914,-0.08197586983442307,0.023671887814998627,0.25,0.02,0.125,3.0,2.0,9e-06,0.4,3e-05,1.0,SAC405,SAC305,SAC205
0.05821306695759798,-0.007016360329197488,0.0,0.10073628276586533,6.120408058166504,-0.07608713954687119,0.02453853189945221,0.5,0.06,0.125,3.0,1.5,6e-06,0.4,2e-05,1.0,SAC305,SAC205,SAC205
0.13838133732662886,0.14239623846125724,0.033811815083026886,0.0,6.682632923126221,-0.018325095996260643,-0.0066054817289114,0.75,0.06,0.125,3.0,1.5,3e-06,1.2,2e-05,1.5,SAC305,SAC205,SAC205
0.0693197620068535,-0.27189210907202604,0.006693088449537754,0.4313383400440216,8.651199340820312,-0.08044669777154922,0.014801344834268093,0.25,0.02,0.125,3.0,2.0,6e-06,0.4,3e-05,1.0,SAC405,SAC305,SAC405
0.0907336079980515,-0.34394744563891405,0.0,0.5551198720932007,8.651199340820312,-0.08044669777154922,0.014801344834268093,0.25,0.02,0.125,3.0,2.0,6e-06,0.4,3e-05,1.0,SAC305,SAC305,SAC205
0.04348795418323698,0.16382128463550874,0.03133196383714676,0.12407083064317703,4.704348087310791,-0.017247188836336136,0.014030242338776588,0.75,0.06,0.125,3.0,2.0,3e-06,1.2,2.5e-05,1.5,SAC405,SAC105,SAC105
-0.008855106098172074,-0.06272609596378727,0.005702512804418802,0.3497781753540039,4.6221442222595215,-0.063707634806633,0.015688443556427956,0.25,0.06,0.125,3.0,2.0,6e-06,0.4,3e-05,1.5,SAC305,SAC105,SAC205
0.0632126797750529,-0.03840428164588173,0.0,0.14156386256217957,6.385168075561523,-0.07661126554012299,0.016140611842274666,0.5,0.06,0.125,3.0,1.5,9e-06,0.4,2e-05,1.5,SAC405,SAC205,SAC205
0.3185918801094013,-0.3243801450957294,0.0,0.40474972128868103,10.747848510742188,-0.05783940479159355,-0.005554224830120802,0.75,0.02,0.125,6.0,2.0,9e-06,0.4,2e-05,1.0,SAC405,SAC205,SAC405
0.13987878809593018,-0.2128092742466729,0.0,0.31243404746055603,10.172557830810547,-0.0884249210357666,0.06370821595191956,0.25,0.02,0.125,9.0,2.0,9e-06,0.4,2e-05,1.0,SAC405,SAC405,SAC405
0.23929410654190666,0.12765958218704115,0.026117855682969093,0.0,8.266768455505371,-0.02235642820596695,0.020864510908722878,0.5,0.06,0.125,9.0,2.0,3e-06,1.2,2e-05,1.0,SAC305,SAC305,SAC205
0.20111457595498444,-0.008491986493614321,0.0,0.07672145962715149,7.355395317077637,-0.048391055315732956,-0.013336832635104656,0.25,0.06,0.125,9.0,2.0,9e-06,0.8,2e-05,1.0,SAC305,SAC305,SAC305
0.06797018644839721,-0.1939111118559001,0.0,0.3816242516040802,7.865195274353027,-0.0823226049542427,0.028256142511963844,0.25,0.04,0.125,3.0,2.0,9e-06,0.4,3e-05,1.0,SAC105,SAC305,SAC205
0.15136431263624062,-0.21781439564621694,0.0,0.31243404746055603,10.456433296203613,-0.08850128203630447,0.06996080279350281,0.25,0.02,0.125,9.0,1.0,9e-06,0.4,2e-05,1.0,SAC405,SAC405,SAC405
0.23579472241096538,-0.06431244138403108,0.01414131373167038,0.16143637895584106,8.35700511932373,-0.03566204383969307,-0.023794598877429962,0.75,0.06,0.125,9.0,2.0,9e-06,1.2,2e-05,1.0,SAC305,SAC405,SAC305
0.1919553212527833,-0.13156473869796276,0.0,0.3144166171550751,7.796863079071045,-0.05198485776782036,-0.0013323025777935982,0.75,0.02,0.125,3.0,2.0,9e-06,0.4,2e-05,1.0,SAC405,SAC105,SAC405
