Sol_Index,Obj_DeltaW_BGA_x,Obj_DeltaW_bump_x,Obj_ELK_stress_x,Obj_Warpage_Post_UF_cure_x,Obj_Warpage_post_lid_atach_x,NetFlow_Score,NetFlow_Rank,RadViz_X,RadViz_Y,Obj_DeltaW_BGA_y,Obj_DeltaW_bump_y,Obj_ELK_stress_y,Obj_Warpage_Post_UF_cure_y,Obj_Warpage_post_lid_atach_y,Bulk silicon thickness,Bump solder height,Cu-pillar pitch–diameter,Lid foot width,Lid thicknes,"Substrate core (E, CTE)",Substrate core thickness,"UF (E, CTE)",lid thickness,BGA solder material,Bump solder material,Cu-pillar bump solder material
2,0.025245368480682373,0.1482159048318863,8.35700511932373,-0.03566204383969307,-0.023794598877429962,125.79999999999981,16,0.1817758223796583,-0.06107615505656404,0.025245368480682373,0.1482159048318863,8.35700511932373,-0.03566204383969307,-0.023794598877429962,0.75,0.06,0.125,9.0,2.0,9e-06,1.2,2e-05,1.0,SAC305,SAC405,SAC205
237,0.009281991049647331,0.000768716970924288,9.44763469696045,-0.03691861033439636,0.058209653943777084,124.79999999999984,17,0.3101218604447079,0.09542758280041048,0.009281991049647331,0.000768716970924288,9.44763469696045,-0.03691861033439636,0.058209653943777084,0.25,0.06,0.125,9.0,2.0,3e-06,0.8,2e-05,1.0,SAC305,SAC405,SAC305
254,0.009281991049647331,0.000768716970924288,9.44763469696045,-0.03691861033439636,0.058209653943777084,124.79999999999984,18,0.3101218604447079,0.09542758280041048,0.009281991049647331,0.000768716970924288,9.44763469696045,-0.03691861033439636,0.058209653943777084,0.25,0.06,0.125,9.0,2.0,3e-06,0.8,2e-05,1.0,SAC305,SAC405,SAC305
366,0.013745160773396492,0.0773547813296318,8.925646781921387,-0.07400872558355331,0.08585776388645172,115.3000000000003,19,0.08885141612846142,0.006367769935530626,0.013745160773396492,0.0773547813296318,8.925646781921387,-0.07400872558355331,0.08585776388645172,0.25,0.04,0.125,6.0,2.0,3e-06,0.4,2e-05,1.0,SAC305,SAC405,SAC405
194,0.0133739672601223,0.06770724058151245,8.281486511230469,-0.07218889892101288,0.10554381459951401,114.60000000000059,20,0.06578617786450759,0.05812597298643249,0.0133739672601223,0.06770724058151245,8.281486511230469,-0.07218889892101288,0.10554381459951401,0.25,0.06,0.125,9.0,1.5,3e-06,0.4,2e-05,1.0,SAC305,SAC405,SAC305
114,0.0133739672601223,0.06770724058151245,8.281486511230469,-0.07218889892101288,0.10554381459951401,114.60000000000059,21,0.06578617786450759,0.05812597298643249,0.0133739672601223,0.06770724058151245,8.281486511230469,-0.07218889892101288,0.10554381459951401,0.25,0.06,0.125,9.0,1.5,3e-06,0.4,2e-05,1.0,SAC305,SAC405,SAC305
146,0.01664988324046135,0.05499804764986038,8.999914169311523,-0.07503646612167358,0.07925565540790558,114.40000000000009,22,0.0772715805830254,0.004669564220508441,0.01664988324046135,0.05499804764986038,8.999914169311523,-0.07503646612167358,0.07925565540790558,0.25,0.04,0.125,9.0,1.5,3e-06,0.4,2e-05,1.0,SAC305,SAC405,SAC405
90,0.01664988324046135,0.05499804764986038,8.999914169311523,-0.07503646612167358,0.07925565540790558,114.40000000000009,23,0.0772715805830254,0.004669564220508441,0.01664988324046135,0.05499804764986038,8.999914169311523,-0.07503646612167358,0.07925565540790558,0.25,0.04,0.125,9.0,1.5,3e-06,0.4,2e-05,1.0,SAC305,SAC405,SAC405
101,0.009997955523431301,0.029309209436178207,8.638076782226562,-0.04299655184149742,0.06168607994914055,112.85000000000014,24,0.23246227161246544,0.08882124695637593,0.009997955523431301,0.029309209436178207,8.638076782226562,-0.04299655184149742,0.06168607994914055,0.25,0.06,0.125,3.0,2.0,6e-06,0.8,2e-05,1.0,SAC205,SAC405,SAC305
223,0.009997955523431301,0.029309209436178207,8.638076782226562,-0.04299655184149742,0.06168607994914055,112.85000000000014,25,0.23246227161246544,0.08882124695637593,0.009997955523431301,0.029309209436178207,8.638076782226562,-0.04299655184149742,0.06168607994914055,0.25,0.06,0.125,3.0,2.0,6e-06,0.8,2e-05,1.0,SAC205,SAC405,SAC305
416,0.014963988214731216,0.3542046546936035,7.865195274353027,-0.0823226049542427,0.028256142511963844,107.25,26,-0.009077509629950796,-0.1942276216355356,0.014963988214731216,0.3542046546936035,7.865195274353027,-0.0823226049542427,0.028256142511963844,0.25,0.04,0.125,3.0,2.0,9e-06,0.4,3e-05,1.5,SAC205,SAC305,SAC205
339,0.014963988214731216,0.3542046546936035,7.865195274353027,-0.0823226049542427,0.028256142511963844,107.25,27,-0.009077509629950796,-0.1942276216355356,0.014963988214731216,0.3542046546936035,7.865195274353027,-0.0823226049542427,0.028256142511963844,0.25,0.04,0.125,3.0,2.0,9e-06,0.4,3e-05,1.5,SAC205,SAC305,SAC205
137,0.0194263756275177,0.017671901732683182,4.993120193481445,-0.019340353086590767,0.09004077315330505,104.10000000000025,28,0.10543417167860433,0.30300757189955385,0.0194263756275177,0.017671901732683182,4.993120193481445,-0.019340353086590767,0.09004077315330505,0.5,0.06,0.125,6.0,1.0,3e-06,1.2,2e-05,1.0,SAC305,SAC105,SAC405
125,0.0194263756275177,0.017671901732683182,4.993120193481445,-0.019340353086590767,0.09004077315330505,104.10000000000025,29,0.10543417167860433,0.30300757189955385,0.0194263756275177,0.017671901732683182,4.993120193481445,-0.019340353086590767,0.09004077315330505,0.5,0.06,0.125,6.0,1.0,3e-06,1.2,2e-05,1.0,SAC305,SAC105,SAC405
14,0.0,0.4596497118473053,10.117753028869629,-0.08683131635189056,0.05429618060588837,103.75000000000097,30,0.13212678566935063,-0.3163093739706697,0.0,0.4596497118473053,10.117753028869629,-0.08683131635189056,0.05429618060588837,0.25,0.02,0.125,9.0,2.0,6e-06,0.4,2.5e-05,1.0,SAC405,SAC405,SAC405
123,0.0,0.4596497118473053,10.117753028869629,-0.08683131635189056,0.05429618060588837,103.75000000000097,31,0.13212678566935063,-0.3163093739706697,0.0,0.4596497118473053,10.117753028869629,-0.08683131635189056,0.05429618060588837,0.25,0.02,0.125,9.0,2.0,6e-06,0.4,2.5e-05,1.0,SAC405,SAC405,SAC405
