Sol_Index,Obj_DeltaW_BGA_x,Obj_DeltaW_bump_x,NetFlow_Score,NetFlow_Rank,RadViz_X,RadViz_Y,Obj_DeltaW_BGA_y,Obj_DeltaW_bump_y,Bulk silicon thickness,Bump solder height,Cu-pillar pitch–diameter,Lid foot width,"Substrate core (E, CTE)",Substrate core thickness,"UF (E, CTE)",lid thickness,BGA solder material,Cu-pillar bump solder material
378,0.004452115390449762,0.0,-15.5,259,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
376,0.004452115390449762,0.0,-15.5,260,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
375,0.004452115390449762,0.0,-15.5,261,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
374,0.004452115390449762,0.0,-15.5,262,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
373,0.004452115390449762,0.0,-15.5,263,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
371,0.004452115390449762,0.0,-15.5,264,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
370,0.004452115390449762,0.0,-15.5,265,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
369,0.004452115390449762,0.0,-15.5,266,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
400,0.004452115390449762,0.0,-15.5,267,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
431,0.004452115390449762,0.0,-15.5,268,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
430,0.004452115390449762,0.0,-15.5,269,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
429,0.004452115390449762,0.0,-15.5,270,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
428,0.004452115390449762,0.0,-15.5,271,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
251,0.004452115390449762,0.0,-15.5,272,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
210,0.004452115390449762,0.0,-15.5,273,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
209,0.004452115390449762,0.0,-15.5,274,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
208,0.004452115390449762,0.0,-15.5,275,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
271,0.004452115390449762,0.0,-15.5,276,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
270,0.004452115390449762,0.0,-15.5,277,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
236,0.004452115390449762,0.0,-15.5,278,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
235,0.004452115390449762,0.0,-15.5,279,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
234,0.004452115390449762,0.0,-15.5,280,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
231,0.004452115390449762,0.0,-15.5,281,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
230,0.004452115390449762,0.0,-15.5,282,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
229,0.004452115390449762,0.0,-15.5,283,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
227,0.004452115390449762,0.0,-15.5,284,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
224,0.004452115390449762,0.0,-15.5,285,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
256,0.004452115390449762,0.0,-15.5,286,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
287,0.004452115390449762,0.0,-15.5,287,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
285,0.004452115390449762,0.0,-15.5,288,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
218,0.004452115390449762,0.0,-15.5,289,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
391,0.004452115390449762,0.0,-15.5,290,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
390,0.004452115390449762,0.0,-15.5,291,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
389,0.004452115390449762,0.0,-15.5,292,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
388,0.004452115390449762,0.0,-15.5,293,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
385,0.004452115390449762,0.0,-15.5,294,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
416,0.004452115390449762,0.0,-15.5,295,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
447,0.004452115390449762,0.0,-15.5,296,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
445,0.004452115390449762,0.0,-15.5,297,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
444,0.004452115390449762,0.0,-15.5,298,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
411,0.004452115390449762,0.0,-15.5,299,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
217,0.004452115390449762,0.0,-15.5,300,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
215,0.004452115390449762,0.0,-15.5,301,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
214,0.004452115390449762,0.0,-15.5,302,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
212,0.004452115390449762,0.0,-15.5,303,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
211,0.004452115390449762,0.0,-15.5,304,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
181,0.004452115390449762,0.0,-15.5,305,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
179,0.004452115390449762,0.0,-15.5,306,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
177,0.004452115390449762,0.0,-15.5,307,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
207,0.004452115390449762,0.0,-15.5,308,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
238,0.004452115390449762,0.0,-15.5,309,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
237,0.004452115390449762,0.0,-15.5,310,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
203,0.004452115390449762,0.0,-15.5,311,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
201,0.004452115390449762,0.0,-15.5,312,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
200,0.004452115390449762,0.0,-15.5,313,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
199,0.004452115390449762,0.0,-15.5,314,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
194,0.004452115390449762,0.0,-15.5,315,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
193,0.004452115390449762,0.0,-15.5,316,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
255,0.004452115390449762,0.0,-15.5,317,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
254,0.004452115390449762,0.0,-15.5,318,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
253,0.004452115390449762,0.0,-15.5,319,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
219,0.004452115390449762,0.0,-15.5,320,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
427,0.004452115390449762,0.0,-15.5,321,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
168,0.004452115390449762,0.0,-15.5,322,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
166,0.004452115390449762,0.0,-15.5,323,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
165,0.004452115390449762,0.0,-15.5,324,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
163,0.004452115390449762,0.0,-15.5,325,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
162,0.004452115390449762,0.0,-15.5,326,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
161,0.004452115390449762,0.0,-15.5,327,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
160,0.004452115390449762,0.0,-15.5,328,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
191,0.004452115390449762,0.0,-15.5,329,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
223,0.004452115390449762,0.0,-15.5,330,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
222,0.004452115390449762,0.0,-15.5,331,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
221,0.004452115390449762,0.0,-15.5,332,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
188,0.004452115390449762,0.0,-15.5,333,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
187,0.004452115390449762,0.0,-15.5,334,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
186,0.004452115390449762,0.0,-15.5,335,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
184,0.004452115390449762,0.0,-15.5,336,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
206,0.004452115390449762,0.0,-15.5,337,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
205,0.004452115390449762,0.0,-15.5,338,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
172,0.004452115390449762,0.0,-15.5,339,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
170,0.004452115390449762,0.0,-15.5,340,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
169,0.004452115390449762,0.0,-15.5,341,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
410,0.004452115390449762,0.0,-15.5,342,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
409,0.004452115390449762,0.0,-15.5,343,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
406,0.004452115390449762,0.0,-15.5,344,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
405,0.004452115390449762,0.0,-15.5,345,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
404,0.004452115390449762,0.0,-15.5,346,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
403,0.004452115390449762,0.0,-15.5,347,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
402,0.004452115390449762,0.0,-15.5,348,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
432,0.004452115390449762,0.0,-15.5,349,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
463,0.004452115390449762,0.0,-15.5,350,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
462,0.004452115390449762,0.0,-15.5,351,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
460,0.004452115390449762,0.0,-15.5,352,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
132,0.004452115390449762,0.0,-15.5,353,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
131,0.004452115390449762,0.0,-15.5,354,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
130,0.004452115390449762,0.0,-15.5,355,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
129,0.004452115390449762,0.0,-15.5,356,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
128,0.004452115390449762,0.0,-15.5,357,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
159,0.004452115390449762,0.0,-15.5,358,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
189,0.004452115390449762,0.0,-15.5,359,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
156,0.004452115390449762,0.0,-15.5,360,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
155,0.004452115390449762,0.0,-15.5,361,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
154,0.004452115390449762,0.0,-15.5,362,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
153,0.004452115390449762,0.0,-15.5,363,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
152,0.004452115390449762,0.0,-15.5,364,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
149,0.004452115390449762,0.0,-15.5,365,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
148,0.004452115390449762,0.0,-15.5,366,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
145,0.004452115390449762,0.0,-15.5,367,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
144,0.004452115390449762,0.0,-15.5,368,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
119,0.004452115390449762,0.0,-15.5,369,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
117,0.004452115390449762,0.0,-15.5,370,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
115,0.004452115390449762,0.0,-15.5,371,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
114,0.004452115390449762,0.0,-15.5,372,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
112,0.004452115390449762,0.0,-15.5,373,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
143,0.004452115390449762,0.0,-15.5,374,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
174,0.004452115390449762,0.0,-15.5,375,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
173,0.004452115390449762,0.0,-15.5,376,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
140,0.004452115390449762,0.0,-15.5,377,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
139,0.004452115390449762,0.0,-15.5,378,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
138,0.004452115390449762,0.0,-15.5,379,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
137,0.004452115390449762,0.0,-15.5,380,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
136,0.004452115390449762,0.0,-15.5,381,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
135,0.004452115390449762,0.0,-15.5,382,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
134,0.004452115390449762,0.0,-15.5,383,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
133,0.004452115390449762,0.0,-15.5,384,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
477,0.004452115390449762,0.0,-15.5,385,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
476,0.004452115390449762,0.0,-15.5,386,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
103,0.004452115390449762,0.0,-15.5,387,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
101,0.004452115390449762,0.0,-15.5,388,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
99,0.004452115390449762,0.0,-15.5,389,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
98,0.004452115390449762,0.0,-15.5,390,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
97,0.004452115390449762,0.0,-15.5,391,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
96,0.004452115390449762,0.0,-15.5,392,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
127,0.004452115390449762,0.0,-15.5,393,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
126,0.004452115390449762,0.0,-15.5,394,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
158,0.004452115390449762,0.0,-15.5,395,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
157,0.004452115390449762,0.0,-15.5,396,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
124,0.004452115390449762,0.0,-15.5,397,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
123,0.004452115390449762,0.0,-15.5,398,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
121,0.004452115390449762,0.0,-15.5,399,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
120,0.004452115390449762,0.0,-15.5,400,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
141,0.004452115390449762,0.0,-15.5,401,-1.0,1.2246467991473532e-16,0.004452115390449762,0.0,0.25,0.06,0.125,9.0,6e-06,1.2,2e-05,1.5,SAC205,SAC305
