Target,Train_R2,Test_R2,Train_MSE,Test_MSE
DeltaW_BGA,0.9397143408328975,0.5703999210815569,0.002471743128224244,0.012666097012747528
DeltaW_bump,0.8688812561524014,0.34419510297087674,0.00023311494915557836,0.001210023498937389
