Bulk silicon thickness,Bump solder height,Substrate core thickness,"Substrate core (E, CTE)","UF (E, CTE)",Lid foot width,Lid thickness,Cu-pillar bump solder material,ELK stress,Warpage Post UF cure,Warpage post lid attach,Design_ID,BGA solder material,DeltaW_BGA,DeltaW_bump
0.75,0.04,0.4,3e-06,3e-05,3,2.0,SAC205,9.69549020806177,-0.0475004722829908,0.043437927961349404,158,SAC105,0.0197385207866319,0.31731089949607894
0.5,0.06,0.8,9e-06,2.5e-05,6,1.0,SAC105,4.47942830357859,-0.04705675697186955,0.0918075442314147,159,SAC105,0.014673893048893698,0.163537841290235
0.5,0.06,0.4,6e-06,2.5e-05,3,1.5,SAC105,5.09413494561174,-0.06214251840719947,0.02307091071270398,160,SAC205,0.0164635070541408,0.6263753871122941
0.5,0.04,1.2,6e-06,2e-05,9,2.0,SAC105,6.14168780076438,-0.026655252208001898,0.01211181413964361,161,SAC105,0.0164184437599033,0.352454945445061
0.75,0.02,0.4,9e-06,2e-05,6,2.0,SAC305,12.3613776391533,-0.0610099604818969,0.02686165622435506,162,SAC205,0.05313433567062,0.286776699125767
0.25,0.02,0.8,6e-06,2e-05,3,1.5,SAC205,9.12537750987989,-0.037082628346979535,0.0727268308401107,163,SAC205,0.0018268917920067898,0.396777212619782
0.5,0.02,1.2,6e-06,2.5e-05,3,1.0,SAC205,9.66852822927235,-0.026951434614602424,0.03543279023142531,164,SAC105,0.010219149487966131,0.348003558814526
0.25,0.06,0.4,3e-06,2.5e-05,3,2.0,SAC205,5.49325925491954,-0.06429182468855282,0.01623864163411772,165,SAC105,0.192616324871779,0.39541914562384295
0.75,0.02,0.4,6e-06,2.5e-05,6,1.5,SAC405,13.7511234135171,-0.06149957492016253,0.02725850394926962,166,SAC205,0.0013001368251934695,0.444111282626788
0.25,0.06,0.8,6e-06,3e-05,9,1.5,SAC205,6.70856004448394,-0.03791127560543823,0.04907943797297774,167,SAC405,0.0036484093725448197,0.23288330435752896
0.75,0.06,0.8,3e-06,3e-05,9,1.5,SAC105,4.67301869232857,-0.02858357792138115,0.2024697512388225,168,SAC305,0.05290566757321319,0.48044409602880506
0.5,0.02,0.8,9e-06,2.5e-05,6,2.0,SAC405,11.1119101020507,-0.05444425973109896,0.04465273616369805,169,SAC405,0.023576088715344605,0.325206364194552
0.25,0.06,0.4,6e-06,2e-05,3,2.0,SAC105,4.48571275666396,-0.06833425030345096,0.0361692933365702,170,SAC405,0.00151978064968716,0.26171228041251504
0.25,0.06,1.2,3e-06,2.5e-05,3,2.0,SAC305,8.32619849427404,-0.01762647725990965,0.028113398700952502,171,SAC305,0.0014744998243258998,0.734330316384633
0.5,0.06,0.8,9e-06,2.5e-05,9,1.5,SAC205,6.19821906050884,-0.04752146435203028,0.05245934752747412,172,SAC105,0.1019635559059679,0.538279093801975
0.25,0.06,0.8,6e-06,2.5e-05,9,2.0,SAC205,6.70871027793784,-0.03864716294629032,0.03396820701891555,173,SAC205,0.0849524047225706,0.4564716294407839
0.5,0.02,0.4,6e-06,3e-05,3,1.5,SAC305,9.41254067435918,-0.07194342691218472,0.047649496991652995,174,SAC305,0.009575334435794499,0.282799415290355
0.5,0.04,0.4,9e-06,3e-05,3,1.5,SAC105,6.5112576392538,-0.0692464211897458,0.0418605236336588,175,SAC405,0.0222494527697563,0.08369444124400599
0.25,0.06,0.4,3e-06,2.5e-05,9,1.5,SAC105,4.2976355536155,-0.058438582229427966,0.1612228974699968,176,SAC105,0.120400176383555,0.355197124183178
0.75,0.06,1.2,6e-06,3e-05,6,1.5,SAC305,7.79452818525013,-0.02541660843417044,0.045822500716894844,177,SAC305,0.0218978730263188,0.31840827564398405
0.5,0.02,1.2,6e-06,2e-05,3,1.0,SAC205,9.66869796734439,-0.02748297445941715,0.03997875633649528,178,SAC405,0.005925990088144239,1.038822134335829
0.25,0.06,0.4,9e-06,3e-05,9,2.0,SAC205,5.97948954768001,-0.07767571853764818,0.0675592944025993,179,SAC405,0.0037724920475738603,0.666726619005199
0.5,0.02,0.8,9e-06,3e-05,6,1.5,SAC405,11.1120973349621,-0.05274379922775542,0.03880806581582873,180,SAC105,0.08047166466712911,0.25786490738391904
0.75,0.04,0.4,3e-06,2.5e-05,9,1.0,SAC405,11.9029297430431,-0.053191492886980926,0.1578721590340128,181,SAC405,0.018361339927651,0.30668582767248204
0.25,0.04,0.4,3e-06,3e-05,3,1.5,SAC205,6.47991575538511,-0.06655103288358076,0.02850015228614204,182,SAC205,0.0008928420784286599,0.70451190074284
0.75,0.06,0.8,6e-06,2.5e-05,9,2.0,SAC305,7.37468025953982,-0.037109857337782125,0.06179360952228307,183,SAC405,0.00422550299845161,0.531339233120282
0.75,0.02,0.8,6e-06,3e-05,9,2.0,SAC405,12.9751210719361,-0.04108702158555386,0.04395829699933524,184,SAC205,0.00226756334450329,0.327106341719627
0.25,0.04,0.4,6e-06,2.5e-05,6,2.0,SAC305,7.61479758149425,-0.0829789844574406,0.04046826735429927,185,SAC305,0.012287486926652502,0.157820019870997
0.25,0.06,0.4,3e-06,2e-05,9,1.5,SAC205,5.49336872592806,-0.07078574463957918,0.03276235342491408,186,SAC305,0.0104040825972333,0.12497406080365198
0.25,0.02,1.2,9e-06,2e-05,9,1.0,SAC405,11.3568126119891,-0.034671508736209916,0.05347248539328569,187,SAC305,0.0011820959211945605,0.172747362405062
0.75,0.06,1.2,6e-06,3e-05,6,1.0,SAC405,8.963890679174,-0.02619571471586817,0.026707547018304426,188,SAC205,0.00262093101082428,0.39488560706376996
0.25,0.04,0.8,3e-06,3e-05,3,1.0,SAC305,9.78979523079942,-0.03246709186350919,0.02995276823639869,189,SAC305,0.011365572485374297,0.21893970668315899
0.5,0.04,0.4,9e-06,2.5e-05,3,2.0,SAC305,9.40180918288259,-0.07869354740250853,0.0585411116480826,190,SAC105,0.0404477547854185,0.344987288117409
0.25,0.02,1.2,9e-06,2.5e-05,3,2.0,SAC305,10.0393993619165,-0.029710740142036198,0.011986880854237759,191,SAC405,0.0013963356032036202,0.30940286070108397
0.5,0.06,0.8,6e-06,2.5e-05,6,2.0,SAC205,6.51331814298974,-0.04002779792062938,0.0858883829787373,192,SAC205,0.006423070066375701,0.25549525022506697
0.75,0.04,1.2,6e-06,3e-05,9,1.5,SAC405,10.4538379592747,-0.02714819024549795,0.01979772141203282,193,SAC305,0.0045248563692439,0.505952248970668
0.75,0.06,1.2,3e-06,2e-05,9,1.0,SAC105,4.95153566106477,-0.020165079506114035,0.2153158038854598,194,SAC405,0.0024242727813543804,0.25456491857767094
0.75,0.06,0.8,3e-06,3e-05,9,2.0,SAC305,7.68719921000785,-0.028388913458911664,0.019889906310709124,195,SAC305,0.00260348420124493,0.2745699360966691
0.5,0.02,1.2,6e-06,2.5e-05,3,1.5,SAC205,9.66870287770759,-0.026951364765409304,0.07399193570017809,196,SAC305,0.03549116454087191,0.5964705993731759
0.75,0.04,0.8,9e-06,2.5e-05,9,1.0,SAC405,10.7561314303353,-0.051709302235394695,0.0902365539222955,197,SAC105,0.028928798623383004,0.185448750853538
0.25,0.02,0.8,6e-06,2e-05,9,2.0,SAC405,11.778636950713,-0.04490165493916716,0.029546887933974992,198,SAC105,0.015227996511384899,0.3697366416454321
0.25,0.04,1.2,9e-06,2e-05,3,2.0,SAC305,9.35011793760402,-0.033099843771196825,0.018871495383791546,199,SAC105,0.00877762377785984,0.168984591960907
0.25,0.06,0.4,6e-06,2e-05,9,1.5,SAC305,6.46065879227748,-0.07670620150747708,0.1116877980530261,200,SAC405,0.0049947182124015,0.34960815310478194
0.75,0.06,0.4,3e-06,3e-05,3,1.0,SAC305,8.81901845932517,-0.04724896099651227,0.028720380942104377,201,SAC105,0.00171596883956227,0.36109790951013593
0.75,0.06,0.4,9e-06,2.5e-05,6,2.0,SAC405,10.8373299197071,-0.06298519173287787,0.03964250709395851,202,SAC405,0.0016228951898256102,0.26775414496660305
0.25,0.02,0.8,6e-06,2.5e-05,3,1.5,SAC105,6.87597550704264,-0.03077989601297301,0.057674696668982395,203,SAC105,0.046025669202208505,0.16685375819603698
0.5,0.02,0.4,9e-06,3e-05,9,2.0,SAC405,10.9252649499536,-0.08034027423127549,0.05240863293875006,204,SAC205,0.0444636372849346,0.41251301765441895
0.5,0.06,1.2,3e-06,2e-05,6,2.0,SAC205,6.93644037402406,-0.020295825175708146,0.018209095171186986,205,SAC205,0.034570156654808705,0.280125759541988
0.5,0.02,0.4,9e-06,2.5e-05,9,2.0,SAC205,8.32825386178358,-0.07909393362933764,0.1661123000085351,206,SAC305,0.008249263948528101,0.29651381075382205
0.5,0.02,0.8,3e-06,2.5e-05,9,1.0,SAC305,11.299409622092,-0.037575711030512965,0.033717420999891994,207,SAC205,0.0852814808022226,0.35799701511859905
0.25,0.02,1.2,6e-06,3e-05,6,2.0,SAC205,9.18144126586555,-0.02597757475450635,0.0547542236745357,208,SAC405,0.0036898158141411806,0.295208401978016
0.75,0.02,0.8,3e-06,2e-05,3,1.0,SAC405,13.2961138468559,-0.0347622805275022,0.02990573737770313,209,SAC205,0.00679401945671994,0.365336661537488
0.5,0.06,0.8,3e-06,2e-05,6,1.0,SAC305,7.92640663046749,-0.033560758252860944,0.03687440045177929,210,SAC305,0.020479902101215003,0.13252238556742701
0.75,0.04,0.4,3e-06,2.5e-05,6,2.0,SAC305,10.7966217237688,-0.052852064458420465,0.09327203780412671,211,SAC305,0.005263253915472898,0.56546175976594
0.75,0.04,1.2,9e-06,2e-05,9,2.0,SAC305,9.18920576273172,-0.03412431338801973,0.0782942231744527,212,SAC405,0.0016508595144841794,0.38439019769430105
0.75,0.06,1.2,3e-06,2e-05,3,1.5,SAC105,4.9515489480372,-0.018170625000493577,0.012700489547569268,213,SAC205,0.002989489661558771,0.354288935661316
0.25,0.02,0.8,9e-06,2e-05,3,2.0,SAC405,11.4056625403024,-0.05272063796292051,0.029165208979975397,214,SAC105,0.0243662160355598,0.24418854713440002
0.5,0.06,0.8,3e-06,3e-05,9,1.5,SAC305,7.92639893362205,-0.034220669971546096,0.02817018958739934,215,SAC105,0.249618496745825,0.35146715492010094
0.25,0.04,0.4,9e-06,3e-05,3,1.5,SAC105,5.64613241355241,-0.07553194813954174,0.042170161133981254,216,SAC205,0.0033793371330830295,0.34623341262340596
0.75,0.02,0.4,9e-06,2.5e-05,3,1.0,SAC405,14.0790628599633,-0.06634006462991233,0.05754009773954741,217,SAC305,0.014635612955316901,0.34947355836629895
0.25,0.04,0.8,3e-06,2e-05,9,2.0,SAC405,11.0877706435155,-0.03914527021697722,0.026370330248028012,218,SAC205,0.013079975149594199,0.16486954316496902
0.25,0.04,0.4,3e-06,2e-05,6,2.0,SAC105,5.26605554415287,-0.06538601533975444,0.0551076885312794,219,SAC305,0.023606922826729698,0.5975563923517789
0.25,0.04,0.8,6e-06,2e-05,3,1.0,SAC105,6.13527961889789,-0.03830656991340219,0.0376498828118201,220,SAC105,0.014662254310678701,0.203426670283079
0.5,0.04,0.4,9e-06,3e-05,6,2.0,SAC405,10.3294487798683,-0.08303332718787708,0.03647369364625769,221,SAC305,0.0023471548920497394,0.257325857877731
0.25,0.06,0.4,9e-06,2e-05,9,1.5,SAC105,4.65041011954133,-0.08499017782742156,0.179644800722599,222,SAC405,0.033637774642556906,0.175072260200978
0.5,0.04,0.4,6e-06,2.5e-05,9,1.5,SAC105,6.36971744105431,-0.06989438089658499,0.029217110102763382,223,SAC305,0.0171817592345178,0.519087816278139
0.75,0.04,0.8,6e-06,2e-05,6,1.0,SAC105,6.40904908831602,-0.03632742559420873,0.0439967792481183,224,SAC105,0.00269574264530093,0.435706578195095
0.25,0.06,0.4,3e-06,2.5e-05,3,1.5,SAC205,5.49319592117929,-0.06357427244074637,0.02160266246937678,225,SAC305,0.0132347999606282,0.117396865040064
0.25,0.04,1.2,9e-06,2.5e-05,9,1.0,SAC205,8.1323029407055,-0.03852289050701074,0.1097182985395192,226,SAC305,0.024876849493011798,0.222792252898216
0.75,0.04,0.4,6e-06,2e-05,6,2.0,SAC305,11.4064343122902,-0.05965619086055083,0.08861992135643951,227,SAC405,0.006988688721321502,0.18305781111121203
0.25,0.04,0.4,9e-06,2e-05,3,1.0,SAC205,7.20852666390611,-0.0849000173184322,0.07428745403012718,228,SAC105,0.012717845791485102,0.352641001343727
0.75,0.06,1.2,3e-06,3e-05,9,1.0,SAC205,6.88253220662897,-0.017463914118707166,0.0888110753148793,229,SAC305,0.00125804274421171,0.176056817173958
0.75,0.06,0.4,3e-06,2.5e-05,9,1.0,SAC105,6.01681197574643,-0.04834257179754779,0.1962002739310261,230,SAC105,0.0105762018647511,0.45732159912586196
0.75,0.06,1.2,9e-06,2e-05,3,2.0,SAC305,7.41740989413135,-0.03364772078930393,0.020165689755231073,231,SAC205,0.0512555078603327,0.114027708768844
0.25,0.06,0.8,9e-06,2.5e-05,9,1.0,SAC205,6.39047646146588,-0.046654069548821994,0.053065355139551636,232,SAC105,0.09045297466218451,0.6051443914572361
0.25,0.04,0.4,6e-06,2e-05,9,1.5,SAC205,6.8191441185168,-0.08721044185222124,0.1014761850237845,233,SAC405,0.00145487325789873,0.645748794078821
0.5,0.02,0.4,9e-06,2e-05,9,1.0,SAC205,8.3281658799511,-0.07162551424698903,0.0830583758652209,234,SAC205,0.008840765716740901,0.218501534312964
0.5,0.04,0.8,9e-06,2e-05,6,2.0,SAC405,9.54696239048948,-0.05318616688600735,0.041226425208151306,235,SAC105,0.17332717124372699,0.22645021229982404
0.25,0.06,0.8,6e-06,3e-05,3,1.5,SAC105,4.78942443734735,-0.036443405086174586,0.017019806866301165,236,SAC305,0.055764959193766006,0.819473812977465
0.75,0.06,1.2,9e-06,2.5e-05,3,1.0,SAC105,4.61298457336457,-0.032037153636338134,0.018486996181309168,237,SAC205,0.019831456011161198,0.09934956766664899
0.75,0.04,1.2,3e-06,2.5e-05,3,1.0,SAC305,9.78484578848587,-0.019446269317995694,0.03505448158830401,238,SAC305,0.0103384508402086,0.40641034642855306
0.25,0.04,1.2,3e-06,3e-05,9,1.0,SAC305,9.94624837156619,-0.021137345494935216,0.025167267507640596,239,SAC205,0.0233859881409444,0.18225789815187501
0.75,0.06,0.8,3e-06,3e-05,9,1.5,SAC305,7.68722065667019,-0.03141746218898324,0.2001809179782867,240,SAC305,0.0064309909357689096,0.16774219274520902
0.5,0.02,1.2,6e-06,2.5e-05,9,1.0,SAC405,12.1116875466697,-0.02990664273966097,0.08705279789865009,241,SAC105,0.0056751923984847095,0.22297428920865003
0.25,0.06,1.2,3e-06,3e-05,9,1.0,SAC405,9.59650131147026,-0.0215604053228162,0.22388841211795701,242,SAC105,0.00631809381957281,0.23577113449573497
0.75,0.04,0.4,3e-06,3e-05,6,1.5,SAC405,11.9032122716544,-0.05155777541222046,0.030145240831188816,243,SAC305,0.0731305088847867,0.10372780263423897
0.5,0.02,0.4,3e-06,2e-05,3,1.5,SAC405,10.2782834714351,-0.06836380786262453,0.048652578145265496,244,SAC405,0.051901251077651284,0.38733521848917
0.25,0.02,0.8,9e-06,3e-05,9,1.0,SAC205,8.65638969036135,-0.040260248410049826,0.0692254626192152,245,SAC405,0.0006699327037722499,0.31424634903669396
0.75,0.02,0.4,6e-06,2.5e-05,6,2.0,SAC205,10.4947756663327,-0.05085080605931575,0.024506081012077543,246,SAC405,0.004386606975458491,0.32016864418983504
0.75,0.06,0.8,3e-06,3e-05,6,1.0,SAC405,8.85279034133186,-0.02995341600035311,0.1063721142709254,247,SAC105,0.016292237356537904,0.22180834785103803
0.25,0.02,1.2,6e-06,2e-05,9,2.0,SAC105,7.07366855075155,-0.026861471764277646,0.1947544440627097,248,SAC205,0.00133325745082402,0.16183117404580102
0.25,0.02,1.2,6e-06,2e-05,9,2.0,SAC305,10.3787307857711,-0.03168309695320195,0.02891286558588029,249,SAC305,0.007253894698806102,0.479950293898582
0.5,0.02,0.8,6e-06,2.5e-05,3,2.0,SAC105,7.32292484181162,-0.03304335445864122,0.00997954304330051,250,SAC105,0.0363242668681778,0.71013092497984
0.5,0.02,1.2,6e-06,2e-05,6,1.0,SAC205,9.66851995979742,-0.02759921859251327,0.01805677305674172,251,SAC105,0.024161528097465603,0.181702129542828
0.25,0.04,0.4,3e-06,3e-05,3,2.0,SAC405,8.394043998673,-0.07188823520846194,0.0478979777544736,252,SAC405,0.0093427423853427,0.273562170565128
0.5,0.02,0.8,3e-06,3e-05,6,1.5,SAC105,8.20564890814368,-0.028745817719027324,0.14517762511968552,253,SAC305,0.00330775682232334,0.7925378233194269
0.5,0.06,0.8,9e-06,2e-05,3,2.0,SAC405,8.28286917352267,-0.05148356608697206,0.033624164760112686,254,SAC405,0.007478372775949498,0.5096204926570171
0.75,0.04,0.4,6e-06,2.5e-05,6,1.0,SAC405,12.5435364682327,-0.06071868643630287,0.047676466609118465,255,SAC405,0.0022772065130993707,0.348291551073393
0.25,0.02,1.2,9e-06,2e-05,6,1.0,SAC205,8.75867027226603,-0.030060495366342366,0.03611447731964283,256,SAC205,0.06561973737552709,0.08247724547982202
0.25,0.04,0.4,6e-06,3e-05,3,1.5,SAC305,7.61481050656903,-0.07859505197848193,0.026942790005705226,257,SAC305,0.0050658034451772,0.267213709652424
0.5,0.04,1.2,6e-06,3e-05,3,1.0,SAC305,9.37953471630877,-0.027963479049503796,0.022609274717979053,258,SAC105,0.0381737070856616,0.8911643723646799
0.75,0.04,0.8,3e-06,3e-05,9,1.0,SAC305,9.32276412835878,-0.03175679547712203,0.0337326665758155,259,SAC105,0.0143930237973109,0.434949457645416
0.25,0.02,0.4,6e-06,2e-05,3,1.5,SAC305,8.81131171746068,-0.08146892696095157,0.02757144256611346,260,SAC305,0.023410603869706406,0.710345556338624
0.25,0.02,0.4,3e-06,2.5e-05,3,1.0,SAC305,8.62000435478628,-0.07095166681392583,0.03846958019130394,261,SAC105,0.08743015676736761,0.16588114947080598
0.75,0.02,0.8,3e-06,2.5e-05,3,1.5,SAC405,13.2958204964451,-0.03381648426875466,0.048734376206994036,262,SAC305,0.0124873615859542,0.21255400031805
0.5,0.06,0.8,3e-06,3e-05,9,1.0,SAC405,9.09205204157939,-0.03606870319345034,0.043226931418757816,263,SAC205,0.0214275314938277,0.382623165845871
0.75,0.06,1.2,6e-06,2e-05,3,2.0,SAC305,7.79435674034319,-0.027325855742674248,0.01838818751275539,264,SAC305,0.010756295116152599,0.6630406081676389
0.5,0.04,0.4,6e-06,2.5e-05,3,2.0,SAC105,6.3697391039776,-0.06424169297679326,0.024997126427479067,265,SAC405,0.028865810483694097,0.11136898770928397
0.5,0.06,0.8,3e-06,2e-05,6,1.0,SAC105,4.90866178577334,-0.03161281705251885,0.11004880070686329,266,SAC205,0.014124399807769802,0.386873406668504
0.25,0.02,0.8,9e-06,2e-05,9,2.0,SAC205,8.65697512964176,-0.04864610015647486,0.17901713401079172,267,SAC205,0.0167380829807371,0.5950498282909349
0.5,0.04,1.2,9e-06,2.5e-05,6,1.5,SAC205,7.73059890705396,-0.0352039079589303,0.029338261374505143,268,SAC205,0.0767641365528098,1.15960197647413
0.5,0.04,0.4,9e-06,2e-05,9,2.0,SAC205,8.49476949410448,-0.07724453299306333,0.1305128987878552,269,SAC405,0.00070203009414627,0.28390850871801404
0.75,0.06,1.2,6e-06,2.5e-05,9,1.5,SAC405,8.96381171955123,-0.02697384374914689,0.030737446853890925,270,SAC205,0.016313962405547503,0.30628205835819294
0.25,0.02,1.2,6e-06,2.5e-05,3,1.5,SAC405,11.7778282487501,-0.027616643812507363,0.033524582744576016,271,SAC305,0.014750713715329801,0.36465322971344
0.25,0.02,0.4,3e-06,2e-05,3,1.5,SAC305,8.62005789303241,-0.0722778556519187,0.039373180057736955,272,SAC405,0.0447490103542805,0.284111820161342
0.25,0.06,1.2,9e-06,2.5e-05,6,2.0,SAC405,8.96103435703134,-0.03428106954379467,0.028087675862479945,273,SAC305,0.010439809237141199,0.08316782116889998
0.5,0.02,1.2,6e-06,2.5e-05,6,2.0,SAC305,10.844557538337,-0.02853202610276636,0.017989053623750723,274,SAC105,0.020173972094198703,0.25196877494454406
0.75,0.04,1.2,3e-06,3e-05,9,2.0,SAC205,8.50858830668829,-0.01985827594762662,0.1209712401032447,275,SAC205,0.0136467241245555,0.31488036364316996
0.75,0.02,0.8,3e-06,2e-05,6,1.5,SAC205,10.6584527787526,-0.03162670508027069,0.02053490537218744,276,SAC405,0.0080433097900823,0.32503001391887704
0.5,0.02,0.8,6e-06,3e-05,6,1.5,SAC405,11.7536700917283,-0.04462804435752327,0.029117697151377762,277,SAC105,0.001470382365369,0.412566021084785
0.25,0.04,1.2,6e-06,2.5e-05,3,2.0,SAC105,6.1602110420049,-0.023971317597897716,0.02151482366025438,278,SAC205,0.016966562427114702,0.48927479485670705
0.75,0.06,0.8,9e-06,2.5e-05,3,1.5,SAC205,6.95767478125328,-0.04284287797054268,0.033677365165203775,279,SAC205,0.0314266654895618,0.42250350862741504
0.5,0.02,0.8,3e-06,2.5e-05,9,1.5,SAC305,11.2994040522271,-0.03440026758471496,0.1780304983258241,280,SAC405,0.0039062909199856,0.30146694928407597
0.25,0.04,1.2,9e-06,2e-05,9,2.0,SAC105,5.88132224451796,-0.03077016980387268,0.022886891005327904,281,SAC205,0.0060470086900749394,0.538834954301507
0.5,0.02,0.4,3e-06,2e-05,3,1.5,SAC405,10.2783229000088,-0.06789595214650028,0.02290318894665681,282,SAC205,0.0022385260608643893,0.33327184617519395
0.25,0.02,0.4,9e-06,2e-05,6,1.0,SAC105,5.40485526783033,-0.06722673200420103,0.1045968048274517,283,SAC205,0.013136751251295202,0.6487671583890869
0.75,0.04,0.4,3e-06,3e-05,9,1.5,SAC305,10.7968995550594,-0.05477719282498575,0.18736717104911732,284,SAC105,0.00818956164584961,0.21930760517716402
0.25,0.04,0.8,9e-06,2e-05,6,1.5,SAC205,7.99552911408806,-0.05105121075757774,0.033715359313646234,285,SAC105,0.005552356029511391,0.32751305401325204
0.25,0.04,0.8,3e-06,2e-05,9,1.0,SAC105,6.4141105546837,-0.02956992969848212,0.017943062994163397,286,SAC405,0.0018532157982917904,0.295880397160848
0.25,0.04,0.8,3e-06,2e-05,6,1.0,SAC305,9.78952303879832,-0.03500225630705237,0.03724987315945323,287,SAC105,0.0354579540435225,0.52102131644884
0.5,0.04,1.2,9e-06,2e-05,6,1.5,SAC405,9.958915693565,-0.03700857039075344,0.08474583830684419,288,SAC305,0.0089915902353823,0.616872658332183
0.75,0.04,1.2,9e-06,3e-05,6,1.5,SAC205,7.98840098733488,-0.031419577193446416,0.01754796307068316,289,SAC205,0.007220890664029799,0.254518926143646
0.25,0.06,0.8,6e-06,3e-05,3,2.0,SAC305,7.89436006763481,-0.0394204503973014,0.016157803038367925,290,SAC105,0.075707164127379,0.8806207974751711
0.25,0.04,1.2,6e-06,3e-05,3,1.0,SAC205,8.2904931480227,-0.02495690126670519,0.059648418333381414,291,SAC205,0.0031034766143420694,0.371995188295841
0.75,0.02,1.2,3e-06,2e-05,9,1.5,SAC405,12.8605590634748,-0.022769790841266423,0.084117954596877,292,SAC405,0.0364216336747631,0.27499801665544604
0.25,0.02,0.4,3e-06,3e-05,6,1.5,SAC105,5.45476167634141,-0.057030041760299334,0.0558617366477846,293,SAC405,0.0305512179620564,0.9334621032078971
0.75,0.06,0.8,6e-06,3e-05,9,1.0,SAC205,6.43449912396838,-0.0369021801452618,0.050392625853419235,294,SAC105,0.0046242489625001005,0.325229704380036
0.75,0.06,1.2,3e-06,2e-05,3,1.5,SAC405,9.29105304356696,-0.02005669215577646,0.03091009799391024,295,SAC205,0.016196616634260797,0.30132792890071897
0.75,0.04,1.2,6e-06,2.5e-05,6,1.5,SAC405,10.4538397420079,-0.028360300755593874,0.031216655508615004,296,SAC405,0.104895373340696,0.574258873860041
0.75,0.06,1.2,9e-06,3e-05,3,1.0,SAC205,6.32795578957687,-0.03128941741306332,0.02900459483498698,297,SAC405,0.0373881281120703,0.17638789117336298
0.75,0.06,0.4,6e-06,2e-05,6,2.0,SAC405,10.3568792392747,-0.06124097979045471,0.03240644745528695,298,SAC105,0.026567598630208602,0.250414855778217
0.5,0.02,1.2,9e-06,2e-05,9,1.0,SAC205,8.94452697333762,-0.03192693309392779,0.1139553412795066,299,SAC105,0.0259580606361851,0.27497042715549497
0.75,0.06,0.8,9e-06,2.5e-05,6,1.5,SAC405,8.79280390691467,-0.045757653570035375,0.04004930716473606,300,SAC305,0.0190128735266626,0.321978658437729
