RadViz_X,RadViz_Y,Bulk silicon thickness,Bump solder height,Substrate core thickness,"Substrate core (E, CTE)","UF (E, CTE)",Lid foot width,Lid thickness,Cu-pillar bump solder material,BGA solder material,Obj_ELK stress,Obj_Warpage Post UF cure,Obj_Warpage post lid attach,Obj_DeltaW_BGA,Obj_DeltaW_bump
-0.08687619929699786,-0.1016927646832939,0.5,0.04,0.8,9e-06,2e-05,3.0,2.0,SAC105,SAC105,5.910346568502133,-0.045948707489326376,0.023928850718932054,0.0011016178638470417,0.2985755118780197
-0.25706437327866816,-0.30660377406215483,0.75,0.04,1.2,3e-06,2e-05,3.0,1.0,SAC405,SAC405,11.379158206932924,-0.021807299332975677,0.03705082232779252,0.0313758409325144,0.05068243474479717
-0.07371361860735105,-0.48107791790122495,0.25,0.06,1.2,3e-06,2e-05,6.0,1.0,SAC405,SAC405,9.466127579725708,-0.01962227181558325,0.11099613160701366,0.014638788044188972,0.0
0.24005779648944775,-0.4526694056304604,0.25,0.06,1.2,3e-06,2.5e-05,9.0,1.0,SAC105,SAC105,5.3395516838520205,-0.018636631363009557,0.13575793274230422,0.07958703020874075,0.04666092645975961
0.13245548894526568,-0.3064196496850132,0.25,0.06,1.2,3e-06,2.5e-05,9.0,2.0,SAC105,SAC105,5.313084080722662,-0.019025244200797414,0.0778191305152834,0.09695832188557509,0.04837837332600292
0.11885340564793076,-0.12754079089556664,0.25,0.06,1.2,3e-06,2.5e-05,3.0,1.5,SAC105,SAC105,5.33615115369032,-0.0170592391290519,0.012699439900187057,0.1786941723963739,0.1046871111342979
0.09346085146445132,-0.2211724859780069,0.25,0.06,0.4,3e-06,2e-05,9.0,1.0,SAC405,SAC405,7.471837536716201,-0.07171784393115482,0.1424620625804814,0.0,0.06163887485824693
-0.1364018146757459,-0.32115684366566344,0.75,0.06,1.2,3e-06,2e-05,3.0,1.0,SAC405,SAC305,9.215437573497605,-0.02013710038730576,0.050092526687581414,0.03830452913244427,0.02138344830142208
-0.11056201095248433,0.03725523599912834,0.25,0.02,0.4,9e-06,2e-05,9.0,1.5,SAC405,SAC305,10.070395837407286,-0.09110457569190919,0.06470203041055038,0.0035749592724086676,0.4060266168153047
-0.08065465221268274,-0.2664236150279592,0.25,0.06,1.2,3e-06,2e-05,9.0,1.5,SAC205,SAC405,7.063808674650666,-0.019995627824922323,0.03577254566052179,0.038845060144884466,0.05473368189506822
-0.3362544108110079,-0.03110179800778644,0.75,0.02,0.4,9e-06,2e-05,3.0,1.5,SAC405,SAC405,13.533088751219683,-0.06604236135417688,0.029567643745129487,0.0,0.36181926233848344
-0.1702484913329296,-0.23788438826016353,0.25,0.04,0.8,3e-06,2e-05,9.0,1.5,SAC405,SAC305,10.883857711855967,-0.038271739458793044,0.055186113490226646,0.03703418111790391,0.07452221896673988
