Sol_Index,Obj_DeltaW_BGA_x,Obj_DeltaW_bump_x,Obj_ELK_stress_x,Obj_Warpage_Post_UF_cure_x,Obj_Warpage_post_lid_atach_x,NetFlow_Score,NetFlow_Rank,RadViz_X,RadViz_Y,Obj_DeltaW_BGA_y,Obj_DeltaW_bump_y,Obj_ELK_stress_y,Obj_Warpage_Post_UF_cure_y,Obj_Warpage_post_lid_atach_y,Bulk silicon thickness,Bump solder height,Cu-pillar pitch–diameter,Lid foot width,Lid thicknes,"Substrate core (E, CTE)",Substrate core thickness,"UF (E, CTE)",lid thickness,BGA solder material,Bump solder material,Cu-pillar bump solder material
426,0.021998565644025803,0.0049477978609502316,4.90594482421875,-0.017839154228568077,0.05369707942008972,65.70000000000044,92,0.02976493879460911,0.3395250528702339,0.021998565644025803,0.0049477978609502316,4.90594482421875,-0.017839154228568077,0.05369707942008972,0.75,0.06,0.125,3.0,2.0,3e-06,1.2,2e-05,1.0,SAC405,SAC105,SAC305
232,0.00598521763458848,0.034227050840854645,8.005885124206543,-0.03315942361950874,0.04737156257033348,65.3000000000003,93,0.2741783562814944,0.13578510657204682,0.00598521763458848,0.034227050840854645,8.005885124206543,-0.03315942361950874,0.04737156257033348,0.25,0.06,0.125,9.0,1.0,3e-06,0.8,2.5e-05,1.5,SAC305,SAC305,SAC305
72,0.017289750277996063,0.15625368058681488,4.384995937347412,-0.05979446321725845,0.0603775791823864,65.15000000000003,94,-0.13842257726595997,0.11710319223325628,0.017289750277996063,0.15625368058681488,4.384995937347412,-0.05979446321725845,0.0603775791823864,0.25,0.06,0.125,6.0,1.0,3e-06,0.4,2.5e-05,1.0,SAC105,SAC105,SAC405
342,0.017289750277996063,0.15625368058681488,4.384995937347412,-0.05979446321725845,0.0603775791823864,65.15000000000003,95,-0.13842257726595997,0.11710319223325628,0.017289750277996063,0.15625368058681488,4.384995937347412,-0.05979446321725845,0.0603775791823864,0.25,0.06,0.125,6.0,1.0,3e-06,0.4,2.5e-05,1.0,SAC105,SAC105,SAC405
172,0.004129198845475912,0.2853085994720459,7.607883930206299,-0.03374693915247917,0.0016585523262619972,64.30000000000024,96,0.2582935089003523,-0.17803164559218917,0.004129198845475912,0.2853085994720459,7.607883930206299,-0.03374693915247917,0.0016585523262619972,0.5,0.06,0.125,3.0,2.0,9e-06,1.2,2.5e-05,1.5,SAC305,SAC305,SAC305
138,0.00994194857776165,0.12668946385383606,8.889347076416016,-0.08522319048643112,0.05904053896665573,64.09999999999991,97,0.04226397351728528,-0.07020349227156025,0.00994194857776165,0.12668946385383606,8.889347076416016,-0.08522319048643112,0.05904053896665573,0.25,0.06,0.125,6.0,2.0,9e-06,0.4,2e-05,1.0,SAC305,SAC405,SAC405
405,0.012092893943190575,0.0,8.182611465454102,-0.03156792372465134,0.02844461053609848,62.650000000000034,98,0.25031660147531043,0.10652942713091097,0.012092893943190575,0.0,8.182611465454102,-0.03156792372465134,0.02844461053609848,0.25,0.06,0.125,3.0,1.5,3e-06,0.8,2e-05,1.0,SAC405,SAC305,SAC405
294,0.012092893943190575,0.0,8.182611465454102,-0.03156792372465134,0.02844461053609848,62.650000000000034,99,0.25031660147531043,0.10652942713091097,0.012092893943190575,0.0,8.182611465454102,-0.03156792372465134,0.02844461053609848,0.25,0.06,0.125,3.0,1.5,3e-06,0.8,2e-05,1.0,SAC405,SAC305,SAC405
56,0.006857563741505146,0.13200224936008453,9.24853229522705,-0.08689715713262558,0.06311403214931488,62.600000000000364,100,0.07718658584231367,-0.07854286961691857,0.006857563741505146,0.13200224936008453,9.24853229522705,-0.08689715713262558,0.06311403214931488,0.25,0.04,0.125,9.0,1.5,6e-06,0.4,2e-05,1.0,SAC205,SAC405,SAC405
173,0.006857563741505146,0.13200224936008453,9.24853229522705,-0.08689715713262558,0.06311403214931488,62.600000000000364,101,0.07718658584231367,-0.07854286961691857,0.006857563741505146,0.13200224936008453,9.24853229522705,-0.08689715713262558,0.06311403214931488,0.25,0.04,0.125,9.0,1.5,6e-06,0.4,2e-05,1.0,SAC205,SAC405,SAC405
